id,words,answer
189272,"[u'malus', 'law', u'give', 'intensity', 'light', 'ray', 'subjected', 'process']",Polarization (waves)
123737,"['force', 'represented', 'first', 'derivative', 'respect', 'position', 'harmonic', 'oscillator', 'equation']",Friction
123740,"['process', 'modeled', 'equation', u'us', 'four', u'factor', 'including', 'thermal', 'utilization', 'resonance', 'escape', 'velocity']",Nuclear fission
189278,"['max', 'perutz', 'proposed', 'mechanism', 'action', 'protein', 'regulated', 'compound', '23', 'bpg']",Hemoglobin
189280,"['product', 'often', 'undergoes', 'alkali', 'wash', 'treatment', 'increase', 'available', 'niacin', 'known', 'nixtamalization']",Maize
123747,"[u'molecule', 'biosynthesis', 'requires', 'removal', 'cpeptide']",Insulin
123748,"['function', u'give', 'quantity', 'fixed', 'level', 'utility', 'compensated', 'function']",Demand
123750,"['base', 'natural', 'log', 'named', 'e', 'honor']",Leonhard Euler
189288,"['rlc', 'circuit', 'frequency', 'associated', 'effect', 'impedance', 'minimum']",Resonance
123754,"[u'material', 'modeled', 'freely', 'jointed', u'object', 'behave', 'rigid', u'rod', 'scale', 'persistence', 'length']",Polymer
189298,"[u'wa', 'name', 'first', 'vehicle', 'planned', 'canceled', 'constellation', 'program', u'mission', 'moon', u'mar', 'name', 'first', 'nebula', 'photographed']",Orion (constellation)
123763,"['relativistic', u'effect', 'cause', 'lateral', 'adjustment', 'phenomenon', 'transverse', 'type', u'wa', 'confirmed', 'experimentally', 'ives', 'stilwell']",Doppler effect
189300,"['though', 'namesake', 'free', u'energy', 'man', 'introduced', 'thermodynamics', 'chemistry', 'curriculum', 'textbook', 'thermodynamics', 'free', 'energy', 'chemical', u'substance', 'coauthored', 'merle', 'randall']",Gilbert N. Lewis
189301,"['level', 'ion', 'blood', 'controlled', 'fgf23']",Phosphate
123767,"['one', 'result', 'theory', u'wa', 'tested', '2004', 'gpb', 'experiment', 'tentatively', 'confirmed', 'geodetic', 'effect']",General relativity
123771,"['granular', u'body', u'structure', 'named', 'german', 'whose', 'stain', 'revealed', 'franz', 'nissl']",Axon
123775,"['protonation', 'nitric', 'acid', 'compound', 'creates', 'greaterthannormal', u'amount', 'nitronium', u'ion', 'used', 'nitrate', 'benzene', 'textbook', 'electrophilic', 'aromatic', 'substitution', 'reaction']",Sulfuric acid
123786,"[u'body', 'differential', 'rotation', u'combine', 'magnetohydrodynamic', u'effect', 'form', 'magnetic', 'field', 'known', 'parker', 'spiral']",Sun
189324,"['type', 'method', 'optimized', 'reusing', 'stack', 'frame', 'previous', 'function', 'call', 'known', 'tail', 'optimization']",Recursion
123790,"['relationship', 'quantity', 'wavelength', 'defined', 'sellmeier', 'equation', u'model', 'dispersion']",Refractive index
123794,"['state', u'wa', 'mathematically', 'modeled', 'peter', 'waage', 'cato', 'maximilian', 'guldberg', 'law', 'mass', 'action']",Chemical equilibrium
189334,"[u'particle', 'found', 'muon', 'tau', 'electron', u'variety', 'existence', u'wa', 'originally', 'proposed', 'maintain', 'conservation', 'energy', 'momentum', 'angular', 'momentum', 'beta', 'decay']",Neutrino
189338,"['version', 'process', 'occurs', u'prokaryote', 'known', 'entnerdoudoroff', 'pathway']",Glycolysis
108015,"['rick', 'strassman', 'theorizes', 'body', 'may', 'produce', 'compound', 'suggests', u'cause', 'neardeath', u'experience', 'alien', 'abduction', u'hallucination', 'spirit', 'molecule', 'dmt']",Pineal gland
189353,"['along', 'sodium', 'aluminum', 'element', u'make', 'uncommon', 'mineral', 'cryolite']",Fluorine
189355,"['car', 'cdr', u'operator', 'work', 'data', 'structure']",Linked list
189358,"['characteristic', 'feature', 'phylum', u'animal', 'composed', 'matrix', 'conchiolin', 'conkeyeolin', u'bind', 'aragonite']",Mollusca
123825,"[u'value', 'property', 'diverge', 'near', 'absolute', 'zero', 'first', 'observed', 'example', 'asymptotic', 'freedom']",Electrical resistance
189369,"[u'range', 'floor', 'ceiling', u'function', 'equal', 'set']",Integer
123834,"['protein', 'monopolin', u'help', 'trigger', 'one', 'stage', 'process', 'never', 'occurs', 'bdelloids']",Meiosis
189373,"[u'measurement', 'transformed', 'theory', 'using', 'lorentz', u'transformation']",Special relativity
123839,"['considering', 'one', u'particle', 'particleinabox', 'allows', 'derive', 'geigernuttall', 'law', 'relates', 'lambda', 'energy', u'particle']",Alpha particle
189379,"['formed', 'underneath', u'glacier', 'landforms', 'cause', 'devastating', u'flood', 'known', 'jokulhaups', 'yoekullhowps']",Volcano
189382,"['material', 'loses', 'effectiveness', 'action', 'called', 'girdling', u'lead', 'tissue', 'death']",Phloem
123854,"['multiply', 'two', u'value', 'find', 'euler', 'totient', 'function', 'product', 'create', 'public', 'private', u'key', 'symbolized', 'd', 'e', 'whether', 'given', 'number', 'one', u'value', 'tested', 'using', 'algorithm', 'named', 'miller', 'rabin']",Prime number
204892,"[u'crystal', 'process', 'occur', 'via', 'adatom', 'hopping', 'quantum', 'tunneling', 'example', 'surface', 'variety', 'observed', 'heterogenous', u'catalyst']",Diffusion
123865,"['man', u'name', 'five', u'rule', 'determining', 'structure', 'complex', 'ionic', u'crystal']",Linus Pauling
123869,"[u'property', 'emergence', 'modeled', 'secondorder', 'phase', 'transition', 'order', 'parameter', 'proportional', 'attractive', 'potential', u'electron']",Superconductivity
189407,"['value', 'constant', u'wa', 'originally', 'calculated', 'johann', 'josef', 'loschmidt', 'constant', 'sometimes', 'represented', 'capital', 'l', 'faraday', 'constant', 'divided', 'elementary', 'charge', 'also', 'conversion', 'factor', 'microscopic', 'macroscopic', u'unit', u'gram']",Avogadro constant
189409,"['protein', 'produced', 'process', 'called', 'cornification', 'consumed', 'fungus', u'cause', u'athlete', 'foot']",Keratin
189414,"['quantity', u'change', 'refractive', 'index', 'material', 'kerr', 'effect']",Electric field
123880,"['rate', u'entity', 'higher', 'consumer', 'elasticity', 'lower', 'according', 'ramseys', 'rule', u'attempt', 'minimize', 'harberger', 'triangle', u'entity']",Tax
123883,"['one', 'type', u'entity', u'ha', u'structure', 'break', 'upon', 'rotation', 'dilemma', 'known', 'winding', 'problem', 'resolved', 'using', 'density', 'wave', 'theory']",Galaxy
123888,"['industrially', 'compound', 'created', 'reaction', 'dry', 'ice', 'ammonia', 'produce', 'ammonium', 'carbamate', 'decomposes', 'compound']",Urea
123893,"['quantity', 'multiplied', 'speed', 'light', 'denominator', 'compton', 'wavelength']",Mass
189432,"['equivalence', 'principle', 'homogenous', 'gravitational', 'field', 'equivalent', 'quantity']",Acceleration
123897,"['ion', 'present', 'six', 'position', 'molecule', u'target', u'compound', 'lysosome']",Phosphate
189439,"['performing', 'bornhaber', 'cycle', 'sodium', 'chloride', u'step', 'solely', 'involving', 'chlorine', 'breaking', 'chlorinechlorine', 'bond', 'process', 'whose', 'energy', 'gain', 'equal', 'quantity']",Electron affinity
123904,"['conservation', 'mass', u'particle', 'surface', u'body', u'particle', 'transported', u'body', 'modeled', 'exner', 'equation']",River
123906,"[u'molecule', 'linked', 'together', 'via', 'dcc', 'merrifield', 'technique']",Amino acid
189448,"['collatz', 'conjecture', u'concern', 'whether', 'sequence', 'given', 'certain', 'function', 'always', u'reach', 'number']",1 (number)
189459,"[u'mechanic', 'varignons', 'theorem', u'deal', 'quantity']",Torque
189462,"['remolding', 'action', 'polycomb', u'protein', 'prevents', 'process', 'homeodomain', 'found', u'factor']",Transcription (genetics)
189468,"['like', u'hydrocarbon', 'compound', u'ha', 'unusually', 'high', 'concentration', 'photochemical', 'smog', 'relation', u'kind', 'smog']",Ozone
189486,"['object', 'orbited', 'mayall', 'ii', 'globular', 'cluster']",Andromeda Galaxy
189494,"['one', u'entity', 'represents', 'location', u'vertex', 'graph', 'adjacency', 'type']",Matrix (mathematics)
189500,"[u'organelle', 'described', u'term', 'svedberg', u'unit', 'computed', 'sedimentation']",Ribosome
189504,"[u'entity', 'extremely', 'weak', 'strength', 'often', 'measure', 'using', 'device', 'called', 'squid']",Magnetic field
9739,"['1741', 'frederick', 'great', 'made', 'member', 'berlin', 'academy', 'produced', 'steady', 'stream', 'mathematical', u'work', 'despite', 'blind', 'one', 'eye']",Leonhard Euler
189509,"['2005', 'paper', 'cohn', 'kleinberg', 'includes', 'combinatorial', 'conjecture', 'uniquely', 'solvable', u'puzzle', 'true', 'would', 'suggest', 'on2', 'read', 'big', 'o', 'n', 'squared', 'algorithm', 'problem']",Matrix multiplication
189521,"['first', 'order', 'logic', 'strongest', 'logic', 'satisfying', 'lowenheimskolem', 'theorem', 'theorem', 'named', 'property', 'according', 'lindstroms', 'theorem']",Compact space
189524,"['gene', u'shear', 'technology', 'synthetic', 'one', u'molecule', 'developed', 'treatment', u'virus']",Ribozyme
189528,"['sequesterants', 'substance', 'including', u'drug', 'like', 'questran', 'cause', 'substance', 'excreted', 'instead', 'reabsorbed', 'causing', 'body', 'synthesize', 'substance', 'therefore', 'consume', 'precursor']",Bile
189532,"['according', 'wedderburns', 'little', 'theorem', 'every', 'finite', 'domain', 'finite', 'one', 'therefore', u'ha', 'prime', 'power', 'order']",Field (mathematics)
108048,"['august', '2006', 'fda', 'approved', 'one', 'kind', u'entity', 'used', 'disinfecting', u'meat']",Bacteriophage
189544,"['spatial', 'integral', u'function', 'density', 'usually', 'used', 'describing', u'field', u'give', 'standard', 'form', 'function']",Lagrangian
189555,"['lorentzian', 'profile', 'due', 'natural', 'broadening', 'spectral', u'line', 'due', 'statement']",Uncertainty principle
189562,"['mathematician', 'proved', 'inequality', 'relating', 'dimension', 'vector', 'space', 'meromorphic', u'function', 'onedimensional', 'complex', 'manifold', 'genus', 'manifold', u'wa', 'later', 'strengthened', 'roch']",Bernhard Riemann
189576,"['ebna1', 'compete', 'protein', 'bind', 'usp7', 'enzyme', 'stabilizes', 'protein']",P53
189579,"['red', u'giant', 'give', 'little', 'light', 'region', 'thus', u'emission', 'region', 'used', 'test', 'dividing', 'line', u'model', 'separate', 'giant', u'star', 'red', u'giant']",X-ray
189593,"['bart', 'one', 'type', 'code', 'used', 'model', 'phenomenon', 'layered', u'sphere', 'involved', 'discrete', 'dipole', 'approximation', 'used', 'modelling', 'process', 'nonspherical', u'particle']",Scattering
189602,"['decreasekey', 'operation', 'done', 'o', '1', 'big', 'o', 'one', 'amortized', 'time', 'one', 'variant', 'whose', 'amortized', 'runtime', 'analyzed', 'using', 'potential', 'function', 'equal', 'double', 'number', 'marked', u'node', 'plus', 'number', u'tree']",Heap (data structure)
189606,"['anthophyte', 'hypothesis', u'state', 'group', 'sister', 'group', 'gnetales', 'current', 'thought', 'extinct', 'group', 'like', 'bennettitales', 'true', 'sister', 'group']",Flowering plant
189645,"['one', 'equation', 'predicting', 'coefficient', 'process', u'say', u'equal', u'boltzmann', 'constant', u'time', 'temperature', '6', 'pi', u'time', 'viscosity', u'time', 'radius']",Diffusion
189649,"['group', 'nearby', u'object', 'type', 'known', 'magnificent', 'seven', 'cool', 'via', 'process', 'named', 'casino', 'rio', 'de', 'janeiro', 'known', 'urca', 'process']",Neutron star
189670,"['one', 'mechanism', 'useful', 'process', 'includes', 'intermediate', 'coordination', 'complex', 'containing', 'alkene', 'named', 'cossee', 'arlman']",Polymerization
102609,"['discovered', 'berkeley', '1971', 'james', 'wang', 'class', u'enzyme', 'inhibited', 'quinolones', 'camptothecins', 'halt', 'reproduction', 'bacteria', 'cancer', u'cell']",Topoisomerase
189674,"['change', 'quantity', 'substance', u'change', 'temperature', 'found', 'using', 'kirchoffs', 'law']",Enthalpy
189680,"['common', 'bacteria', 'genetic', 'structure', 'assimilation', 'molecule', 'cbb', 'operon']",Carbon dioxide
189683,"['car', 'cdr', u'operator', 'work', 'data', 'structure']",Linked list
189688,"['along', 'sodium', 'aluminum', 'element', u'make', 'uncommon', 'mineral', 'cryolite']",Fluorine
189706,"['level', 'ion', 'blood', 'controlled', 'fgf23']",Phosphate
189713,"['hypothesis', 'structure', 'consists', 'two', 'separate', u'part', u'wa', 'put', 'forth', 'inge', 'lehmann']",Inner core
189714,"['performing', 'bornhaber', 'cycle', 'sodium', 'chloride', u'step', 'solely', 'involving', 'chlorine', 'breaking', 'chlorinechlorine', 'bond', 'process', 'whose', 'energy', 'gain', 'equal', 'quantity']",Electron affinity
189716,"['remolding', 'action', 'polycomb', u'protein', 'prevents', 'process', 'homeodomain', 'found', u'factor']",Transcription (genetics)
189718,"['b', 'parameter', 'van', 'der', 'waals', 'equation', 'represents', 'correction', 'factor', 'quantity']",Volume
189722,"['advanced', 'form', 'quantity', 'symbolized', 'j', 'called', 'density']",Electric current
189723,"['man', u'name', 'problem', 'asks', 'many', 'integer', u'pair', 'contained', 'within', 'circle', 'radius', 'r', 'function', 'equal', 'integral', 'e', 'negative', 'x', 'squared', 'namesake', 'error', 'function']",Carl Friedrich Gauss
189731,"['characteristic', 'feature', 'phylum', u'animal', 'composed', 'matrix', 'conchiolin', 'conkeyeolin', u'bind', 'aragonite']",Mollusca
189734,"['c', 'c', 'sharp', u'delegate', 'act', u'reference', u'thing']",Function (mathematics)
108082,"['basque', 'mythology', u'ha', 'controlled', 'ilazki', 'illagi', 'role', 'zoroastrian', 'divinity', 'mah', u'care', 'seed', 'primeval', 'bull', 'gayomart']",Moon
189745,"['ion', 'combined', 'iron', 'prussian', 'blue']",Cyanide
189752,"[u'organelle', 'described', u'term', 'svedberg', u'unit', 'computed', 'sedimentation']",Ribosome
206388,"['value', 'estimated', 'given', 'temperature', 'pressure', 'depriester', 'chart']",Equilibrium constant
189776,"[u'mechanic', 'varignons', 'theorem', u'deal', 'quantity']",Torque
189782,"['material', 'loses', 'effectiveness', 'action', 'called', 'girdling', u'lead', 'tissue', 'death']",Phloem
189788,"['late', '1800s', 'scientist', 'claimed', 'geometric', 'rise', 'carbon', 'dioxide', 'atmosphere', u'wa', 'directly', 'proportional', 'linear', 'rise', u'earth', 'temperature']",Svante Arrhenius
189789,"['max', 'perutz', 'proposed', 'mechanism', 'action', 'protein', 'regulated', 'compound', '23', 'bpg']",Hemoglobin
189794,"['one', 'equation', 'useful', 'simplest', 'type', 'circuit', u'component', 'permittivity', u'time', 'area', 'divided', 'distance']",Capacitor
189795,"['classification', 'scheme', u'particle', u'wa', 'developed', 'independently', 'gellmann', 'zweig']",Quark
189799,"['term', 'raised', 'negative', 'twelfth', 'power', 'lennardjones', 'potential', u'account', 'rule']",Pauli exclusion principle
189800,"['entity', 'subject', 'bpp', 'algorithm']",Pi
189804,"['molecule', 'relaxed', 'linking', 'number', 'divisible', '105']",DNA
189810,"['property', 'typically', 'measured', 'using', 'de', 'nouy', 'duhnoy', 'ring', 'method', u'cause', 'pressure', 'difference', 'described', 'younglaplace', 'equation']",Surface tension
108094,"['centroaciner', u'cell', 'body', 'occupy', 'lumen', 'acinus', 'people', 'secondary', 'passage', 'connects', 'body', 'nearby', 'organ', 'known', 'duct', 'santorini']",Pancreas
189814,"['compound', 'produced', 'process', u'us', 'glover', u'tower', 'remove', 'nitrogen', 'oxide', 'called', 'lead', 'chamber', 'process']",Sulfuric acid
189815,"['like', u'hydrocarbon', 'compound', u'ha', 'unusually', 'high', 'concentration', 'photochemical', 'smog', 'relation', u'kind', 'smog']",Ozone
189825,"['doppel', 'gene', 'product', 'structurally', 'functionally', 'similar']",Prion
189829,"['fourdimensional', u'version', u'object', 'make', 'minkowski', 'space']",Vector (mathematics and physics)
189831,"['though', 'namesake', 'free', u'energy', 'man', 'introduced', 'thermodynamics', 'chemistry', 'curriculum', 'textbook', 'thermodynamics', 'free', 'energy', 'chemical', u'substance', 'coauthored', 'merle', 'randall']",Gilbert N. Lewis
189832,"[u'particle', 'found', 'muon', 'tau', 'electron', u'variety', 'existence', u'wa', 'originally', 'proposed', 'maintain', 'conservation', 'energy', 'momentum', 'angular', 'momentum', 'beta', 'decay']",Neutrino
189841,"[u'malus', 'law', u'give', 'intensity', 'light', 'ray', 'subjected', 'process']",Polarization (waves)
206403,"['barkhausen', 'effect', 'modeled', 'distribution', 'named', 'letter']",Gamma
189844,"['cage', 'effect', 'partially', 'describes', 'relationship', 'reaction', 'rate', 'rate', 'process', 'occurs', u'reaction', 'limited', 'activation', 'process']",Diffusion
189847,"['one', u'entity', 'represents', 'location', u'vertex', 'graph', 'adjacency', 'type']",Matrix (mathematics)
189849,"['type', 'method', 'optimized', 'reusing', 'stack', 'frame', 'previous', 'function', 'call', 'known', 'tail', 'optimization']",Recursion
189856,"['common', u'specie', 'disease', 'vivax', 'deadliest', 'falciparum']",Malaria
189865,"['checkerboard', 'variety', 'procedure', 'undergone', u'reagent', 'elisa', 'assay']",Titration
189870,"['value', 'constant', u'wa', 'originally', 'calculated', 'johann', 'josef', 'loschmidt', 'constant', 'sometimes', 'represented', 'capital', 'l', 'faraday', 'constant', 'divided', 'elementary', 'charge', 'also', 'conversion', 'factor', 'microscopic', 'macroscopic', u'unit', u'gram']",Avogadro constant
189871,"['protein', 'produced', 'process', 'called', 'cornification', 'consumed', 'fungus', u'cause', u'athlete', 'foot']",Keratin
189875,"[u'measurement', 'transformed', 'theory', 'using', 'lorentz', u'transformation']",Special relativity
189879,"['italian', 'term', 'translates', 'english', 'word', u'name', 'genre', 'horror', u'movie']",Yellow
189883,"['formed', 'underneath', u'glacier', 'landforms', 'cause', 'devastating', u'flood', 'known', 'jokulhaups', 'yoekullhowps']",Volcano
189888,"['entire', 'mass', 'organ', 'sometimes', 'referred', 'corpus', u'vesica', 'fellae']",Gallbladder
189892,"['though', 'lithium', 'potassium', 'element', 'commonly', 'used', 'alcohol', 'reduce', 'ammonia', 'birch', 'reduction']",Sodium
189927,"['one', 'type', 'field', 'arising', 'problem', 'proposed', 'johann', 'bernoulli', 'bernoolee', 'one', u'variation']",Calculus
189929,"[u'wa', 'name', 'first', 'vehicle', 'planned', 'canceled', 'constellation', 'program', u'mission', 'moon', u'mar', 'name', 'first', 'nebula', 'photographed']",Orion (constellation)
189937,"['ping', 'pong', 'mechanism', 'one', 'method', 'sometimes', 'used', 'describe', u'molecule']",Enzyme
189946,"['alternating', 'light', 'dark', u'band', 'found', 'base', 'geological', u'formation', 'known', u'ogive', 'ohjives']",Glacier
189951,"['effect', 'used', 'measure', 'velocity', 'width', 'term', 'tullyfisher', 'relation', 'mossbauer', 'effect', 'tower', 'jefferson', 'laboratory', u'wa', 'used', 'pound', 'rebka', 'test', 'variety']",Doppler effect
189960,"['increase', 'quantity', 'due', 'high', 'frequency', 'caused', 'foucault', u'current', u'manifest', 'skin', 'effect']",Electrical resistance
189968,"[u'japan', 'chikyu', 'hakken', 'trying', 'reach', 'region', 'nwaves', 'travel', 'along', 'upper', 'boundary']",Mantle (geology)
189969,"['liquid', 'form', 'substance', 'provides', 'medium', 'reduction', 'aromatic', u'ring', 'birch', 'reduction']",Ammonia
189975,"['experiment', u'wa', 'replicated', 'erroneous', u'result', 'dayton', 'miller']",Michelson-Morley experiment
189980,"['one', u'substance', 'contains', 'carbonnitrogen', 'double', 'bond', 'connected', 'aryl', 'alkyl', 'group']",Base (chemistry)
189990,"['one', 'part', 'object', 'hr', '465', u'show', 'unusual', 'spectral', u'level', 'promethium']",Andromeda Galaxy
189994,"['poisoning', 'substance', u'cause', 'azotemia', 'polydipsia', 'itching', 'deficiency', 'cause', 'genu', 'varum', u'harrison', 'groove', 'tetany']",Vitamin D
189996,"['process', u'ha', 'pre', 'version', u'see', 'namesake', 'band', 'form', 'around', 'phragmosome']",Prophase
190001,"['man', u'name', 'law', 'used', 'calculate', 'transition', 'rate', 'eigenstates', 'quantum', 'setting']",Enrico Fermi
190009,"['property', 'tested', 'proths', 'theorem', u'gimp', 'searching', u'number', 'property']",Prime number
190011,"['one', u'substance', 'consists', 'palladium', 'deposited', 'caco3', 'reacted', 'lead', 'acetate', 'used', 'hydrogenate', u'alkyne', u'alkene', 'called', 'lindlar', 'variety']",Catalysis
190015,"[u'compound', 'undergo', 'e1', 'elimination', 'reaction', 'obeys', 'zaitsevs', 'rule', 'produce', u'alkene']",Alcohol
190020,"['member', 'group', 'provides', 'counterion', 'organomagnesium', 'grignard', 'greenyard', 'reagent']",Halogen
190035,"['quantum', 'coupling', 'quantity', 'described', 'using', 'clebschgordan', u'coefficient']",Angular momentum
190037,"['gap', 'quantity', 'related', 'unemployment', 'okuns', 'law', 'costpush', 'inflation', 'characterized', 'decrease', 'value']",Gross domestic product
190040,"['man', 'hypothesized', 'six', 'known', u'planet', 'time', 'moved', 'around', 'sun', u'orbit', 'distinct', 'platonic', u'solid', 'first', 'major', 'work', 'mysterium', 'cosmographicum', 'created', 'catalogue', u'star', u'planet', 'called', 'rudolphine', u'table']",Johannes Kepler
190065,"[u'cell', 'dyed', 'black', 'using', u'golgi', 'method', 'allowed', 'santiago', 'cajal', 'study', 'purkinje', 'variety', u'cell']",Neuron
190068,"['equation', 'generalized', 'simplification', 'tafel', 'equation', 'high', 'overpotential', 'region']",Nernst equation
108138,"['louis', 'hammett', 'work', 'super', u'one', 'developed', 'namesake', 'function', 'measuring', 'george', 'olah', 'won', 'nobel', 'prize', 'work', 'magic', 'one']",Acid
190080,"[u'fermat', 'little', 'theorem', 'used', 'prove', 'function', 'prime', 'minus', 'one', u'equal', 'negative', 'one', 'modulo', 'prime', 'according', u'wilson', 'theorem']",Factorial
190084,"[u'structure', 'muller', 'glial', u'cell', 'differentiate', 'multipotent', 'progenitor', u'cell', u'cell', 'around', 'damaged']",Retina
190092,"['process', 'occurs', 'circular', 'region', 'airy', 'disk', 'form']",Diffraction
190096,"['compound', 'transformed', '14cyclohexadiene', 'birch', 'reduction', 'undergo', 'friedelcrafts', 'acylation', 'presence', 'strong', 'lewis', 'acid']",Benzene
190104,"[u'object', 'action', u'wa', 'compared', 'photon', 'moving', 'semiconductor', 'yochiro', 'nambu']",Higgs boson
190117,"[u'shape', 'universal', 'constant', 'root', 'two', 'plus', 'natural', 'log', 'quantity', 'one', 'plus', 'root', 'two', u'ha', 'one', 'associated', 'dandelin', 'sphere']",Parabola
190121,"['reaction', 'occur', u'component', 'occupying', 'gamow', 'window', 'must', 'tunnel', 'coulomb', 'barrier']",Nuclear fusion
190124,"['aromatic', 'nitration', 'compound', 'deprotonates', 'nitric', 'acid', 'classic', 'electrophilic', 'aromatic', 'substitution', 'reaction']",Sulfuric acid
190129,"['one', u'phenomenon', 'almost', 'caused', 'destruction', 'aeta', 'people', 'clark', 'air', 'base', 'recent', 'one', 'united', u'state', u'wa', 'classified', 'pelean']",Types of volcanic eruptions
190144,"[u'patient', 'condition', 'loss', u'neuron', u'lead', 'atrophy', 'frontal', 'cortex', 'cingulate', 'gyrus', u'abnormality', 'apoe4', 'sorl1', u'gene', u'factor', 'appear', 'cause']",Alzheimer's disease
190154,"[u'wei', u'domain', 'property', 'change', 'size', 'rapidly', 'barkhausen', u'jump', 'observed', 'kerr', u'microscope']",Ferromagnetism
209282,"['birefringence', u'result', u'entity', 'voigt', 'effect', 'light', 'polarized', 'rotation', 'linearly', 'dependent', 'one', u'component', 'faraday', 'effect']",Magnetic field
190161,"['quantity', 'used', 'compute', 'hypervolume', 'simplex', 'cayleymenger', 'variety', 'hadamards', 'inequality', u'attempt', 'find', 'largest', 'possible', 'value', 'quantity', 'also', 'calculated', 'rule', 'sarrus']",Determinant
190166,"[u'element', 'namesake', 'line', u'result', 'transition', 'two', 'hyperfine', u'level', 'ground', 'state', 'also', 'called', '21', 'cm', 'line', 'reacting', 'aluminum', u'base', u'result', 'formation', 'tetrahydroxoaluminate', 'element', 'isotope', 'element', 'two', u'neutron', 'naturally', 'occurring', 'form', 'called', 'tritium']",Hydrogen
108154,"[u'property', 'catalogued', 'database', 'known', 'brenda']",Enzyme
190181,"['force', u'wa', 'predicted', 'hideki', 'yukawa', 'mediated', 'exchange', 'pi', u'meson']",Nuclear force
190187,"[u'object', 'thought', 'provide', 'power', 'blazars']",Black hole
190190,"['set', u'law', 'equates', u'process', 'flux', 'product', 'namesake', 'coefficient', 'first', 'derivative', 'position', u'wa', 'derived', 'continuity', 'equation']",Diffusion
190201,"[u'phenomenon', 'namesake', 'spectroscopy', 'used', 'determine', 'binding', 'energy', 'material']",Photoelectric effect
190206,"[u'force', 'namesake', 'parameter', 'proportional', 'four', 'pi', 'squared', u'time', 'amplitude', 'potential', 'according', 'tomlinson', 'model']",Friction
190211,"[u'process', 'complexometric', 'type', u'us', 'edta', 'detect', 'metal', u'ion']",Titration
190216,"['cimmeria', 'collided', 'laurasia', 'period', 'saw', 'proliferation', 'plesiosaurides']",Jurassic
108162,"['wuyang', 'variety', 'one', u'particle', 'consistent', 'yangmills', 'field', 'tensor']",Magnetic monopole
190225,"['one', u'tissue', 'two', 'component', 'cell', u'type', u'ha', 'endoplasmic', u'reticulum', 'lined', 'side']",Phloem
190233,"['element', 'used', 'liquid', 'ammonia', 'reducing', 'agent', 'birch', 'reduction']",Sodium
190235,"['john', 'von', u'neumann', 'work', 'field', 'includes', 'backward', 'induction']",Game theory
211931,"['1896', 'man', 'wrote', 'temperature', u'earth', 'surface', 'conditioned', u'property', 'atmosphere', 'surrounding', 'quantifying', 'carbon', 'dioxide', 'might', 'lead', 'greenhouse', 'effect']",Svante Arrhenius
190250,"[u'compound', 'synthesized', u'aldehyde', u'ketone', 'strecker', 'synthesis']",Amino acid
190255,"['meromictic', 'form', 'feature', 'limnic', u'eruption', 'occur', 'though', 'holomictic', 'kind', 'thermoclines', 'dont', 'exist', u'mere', 'disrupted', 'least', 'annually']",Lake
190261,"[u'prokaryote', 'organelle', u'bind', 'shinedalgarno', 'box', 'size', 'measured', 'svedberg', u'unit']",Ribosome
190269,"['quantity', 'multiplied', 'voltage', 'gain', 'produce', 'miller', 'type', 'quantity']",Capacitance
190276,"['virial', 'veereeuhl', 'equation', 'includes', 'compression', 'factor', u'measure', u'deviation', 'law']",Ideal gas law
190294,"['posthumous', 'work', 'philosopher', 'contains', u'section', u'thought', 'mind', 'style', 'misery', 'man', 'without', 'god']",Blaise Pascal
190300,"[u'man', 'namesake', 'effect', 'magnetic', 'field', 'rotates', 'plane', 'polarized', 'light']",Michael Faraday
190301,"['yedoma', 'variety', u'formation', 'high', 'proportion', 'trapped', 'greenhouse', u'gas']",Permafrost
190303,"[u'organism', 'phylum', 'chemosensors', 'known', 'osphradia', u'scaphopod', 'phylum', 'contain', 'lightsensing', u'organ', 'known', u'aesthete']",Mollusca
190306,"['linear', 'algebra', 'function', 'defined', 'square', u'matrix', 'function', 'matrix', u'time', 'function', u'equal', 'identity', 'matrix']",Inverse (mathematics)
190314,"['man', 'received', 'doctorate', 'university', 'ferrara', 'despite', 'never', 'studied']",Nicolaus Copernicus
190315,"['john', 'von', 'neumann', 'invented', 'one', u'ha', 'twoway', 'variant']",Sorting algorithm
190335,"['ethylene', 'group', 'attached', 'compound', 'monomer', u'form', 'plastic', 'polystyrene', 'pollystyreen']",Benzene
190343,"['socalled', 'thixo', 'index', 'derived', 'measuring', 'property', 'different', 'shear', u'rate']",Viscosity
190348,"['different', u'form', u'object', 'noted', 'lack', 'silicon', 'absorption', 'line', '615', u'nanometer']",Supernova
190357,"['shape', 'dupin', 'cyclide', 'characteristic', 'one', 'comma', 'one']",Torus
190359,"['cosmic', 'microwave', 'background', 'radiation', 'exists', 'slightly', 'condition', 'lambda', u'point', 'helium']",Absolute zero
190363,"['man', 'learned', 'italian', u'mean', 'playing', 'chess', u'game', 'wherein', 'loser', 'learn', 'part', 'language']",Benjamin Franklin
190373,"['maclaurin', 'man', 'lends', 'name', 'formula', 'evaluating', 'finite', u'sum', 'infinite', 'series', u'integral']",Leonhard Euler
190377,"['helical', u'groove', 'thin', 'layer', 'carbon', 'metal', 'used', 'construction', 'film', 'type', u'component', 'nichrome', 'nyekrome', 'used', 'making', 'wirewound', 'type']",Resistor
