answer,question
Joule-Thomson effect,"In thermodynamics, the Joule–Thomson effect (also known as the Joule–Kelvin effect, Kelvin–Joule effect, or Joule–Thomson expansion) describes the temperature change of a gas or liquid when it is forced through a valve or porous plug while kept insulated so that no heat is exchanged with the environment. This procedure is called a throttling process or Joule–Thomson process. At room temperature, all gases except hydrogen, helium and neon cool upon expansion by the Joule–Thomson process; these three gases experience the same effect but only at lower temperatures. The effect is named after James Prescott Joule and William Thomson, 1st Baron Kelvin, who discovered it in 1852. It followed upon earlier work by Joule on Joule expansion, in which a gas undergoes free expansion in a vacuum and the temperature is unchanged, if the gas is ideal. The throttling process is commonly exploited in thermal machines such as refrigerators, air conditioners, heat pumps, and liquefiers."
Pauli exclusion principle,"The Pauli exclusion principle is the quantum mechanical principle that states that two identical fermions (particles with half-integer spin) cannot occupy the same quantum state simultaneously. In the case of electrons, it can be stated as follows: it is impossible for two electrons of a poly-electron atom to have the same values of the four quantum numbers: n, the principal quantum number, ℓ , the angular momentum quantum number, mℓ, the magnetic quantum number, and ms, the spin quantum number. For two electrons residing in the same orbital, n, ℓ, and mℓ are the same, so ms, the spin, must be different, and thus the electrons have opposite half-integer spins, 1/2 and -1/2. This principle was formulated by Austrian physicist Wolfgang Pauli in 1925. A more rigorous statement is that the total wave function for two identical fermions is antisymmetric with respect to exchange of the particles. This means that the wave function changes its sign if the space and spin co-ordinates of any two particles are interchanged. Particles with an integer spin, or bosons, are not subject to the Pauli exclusion principle: any number of identical bosons can occupy the same quantum state, as with, for instance, photons produced by a laser and Bose–Einstein condensate."
Curie temperature,"In physics and materials science, the Curie temperature (Tc), or Curie point, is the temperature at which certain materials lose their permanent magnetic properties, to be replaced by induced magnetism. The Curie temperature is named after Pierre Curie, who showed that magnetism was lost at a critical temperature. The force of magnetism is determined by the magnetic moment, a dipole moment within an atom which originates from the angular momentum and spin of electrons. Materials have different structures of intrinsic magnetic moments that depend on temperature; the Curie temperature is the critical point at which a material's intrinsic magnetic moments change direction. Permanent magnetism is caused by the alignment of magnetic moments and induced magnetism is created when disordered magnetic moments are forced to align in an applied magnetic field. For example, the ordered magnetic moments (ferromagnetic, Figure 1) change and become disordered (paramagnetic, Figure 2) at the Curie temperature. Higher temperatures make magnets weaker, as spontaneous magnetism only occurs below the Curie temperature. Magnetic susceptibility only occurs above the Curie Temperature and can be calculated from the Curie-Weiss Law which is derived from Curie's Law."
Navier-Stokes equations,"In physics, the Navier–Stokes equations /nævˈjeɪ stoʊks/, named after Claude-Louis Navier and George Gabriel Stokes, describe the motion of viscous fluid substances. These balance equations arise from applying Newton's second law to fluid motion, together with the assumption that the stress in the fluid is the sum of a diffusing viscous term (proportional to the gradient of velocity) and a pressure term—hence describing viscous flow. The main difference between them and the simpler Euler equations for inviscid flow is that Navier–Stokes equations also in the Froude limit (no external field) are not conservation equations, but rather a dissipative system, in the sense that they cannot be put into the quasilinear homogeneous form:  Navier–Stokes equations are useful because they describe the physics of many things of scientific and engineering interest. They may be used to model the weather, ocean currents, water flow in a pipe and air flow around a wing. The Navier–Stokes equations in their full and simplified forms help with the design of aircraft and cars, the study of blood flow, the design of power stations, the analysis of pollution, and many other things. Coupled with Maxwell's equations they can be used to model and study magnetohydrodynamics."
Insulin,"Insulin (from the Latin, insula meaning island) is a peptide hormone produced by beta cells in the pancreas, and by Brockmann body in some teleost fish. It regulates the metabolism of carbohydrates and fats by promoting the absorption of glucose from the blood to skeletal muscles and fat tissue and by causing fat to be stored rather than used for energy. Insulin also inhibits the production of glucose by the liver. Except in the presence of the metabolic disorder diabetes mellitus and metabolic syndrome, insulin is provided within the body in a constant proportion to remove excess glucose from the blood, which otherwise would be toxic. When blood glucose levels fall below a certain level, the body begins to use stored glucose as an energy source through glycogenolysis, which breaks down the glycogen stored in the liver and muscles into glucose, which can then be utilized as an energy source. As a central metabolic control mechanism, its status is also used as a control signal to other body systems (such as amino acid uptake by body cells). In addition, it has several other anabolic effects throughout the body. When control of insulin levels fails, diabetes mellitus can result. As a consequence, insulin is used medically to treat some forms of diabetes mellitus. Patients with type 1 diabetes depend on external insulin (most commonly injected subcutaneously) for their survival because the hormone is no longer produced internally. Patients with type 2 diabetes are often insulin resistant and, because of such resistance, may suffer from a ""relative"" insulin deficiency. Some patients with type 2 diabetes may eventually require insulin if dietary modifications or other medications fail to control blood glucose levels adequately. Over 40% of those with Type 2 diabetes require insulin as part of their diabetes management plan."
Permutation,"In mathematics, the notion of permutation relates to the act of arranging all the members of a set into some sequence or order, or if the set is already ordered, rearranging (reordering) its elements, a process called permuting. These differ from combinations, which are selections of some members of a set where order is disregarded. For example, written as tuples, there are six permutations of the set {1,2,3}, namely: (1,2,3), (1,3,2), (2,1,3), (2,3,1), (3,1,2), and (3,2,1). These are all the possible orderings of this three element set. As another example, an anagram of a word, all of whose letters are different, is a permutation of its letters. In this example, the letters are already ordered in the original word and the anagram is a reordering of the letters. The study of permutations of finite sets is a topic in the field of combinatorics. Permutations occur, in more or less prominent ways, in almost every area of mathematics. They often arise when different orderings on certain finite sets are considered, possibly only because one wants to ignore such orderings and needs to know how many configurations are thus identified. For similar reasons permutations arise in the study of sorting algorithms in computer science. The number of permutations of n distinct objects is n factorial usually written as n!, which means the product of all positive integers less than or equal to n."
Influenza,"Influenza, commonly known as ""the flu"", is an infectious disease caused by an influenza virus. Symptoms can be mild to severe. The most common symptoms include: a high fever, runny nose, sore throat, muscle pains, headache, coughing, and feeling tired. These symptoms typically begin two days after exposure to the virus and most last less than a week. The cough, however, may last for more than two weeks. In children, there may be nausea and vomiting, but these are not common in adults. Nausea and vomiting occur more commonly in the unrelated infection gastroenteritis, which is sometimes inaccurately referred to as ""stomach flu"" or ""24-hour flu"". Complications of influenza may include viral pneumonia, secondary bacterial pneumonia, sinus infections, and worsening of previous health problems such as asthma or heart failure. Three types of influenza viruses affect people, called Type A, Type B, and Type C. Usually, the virus is spread through the air from coughs or sneezes. This is believed to occur mostly over relatively short distances. It can also be spread by touching surfaces contaminated by the virus and then touching the mouth or eyes. A person may be infectious to others both before and during the time they are sick. The infection may be confirmed by testing the throat, sputum, or nose for the virus. A number of rapid tests are available; however, people may still have the infection if the results are negative. A type of polymerase chain reaction that detects the virus's RNA is more accurate. Frequent hand washing reduces the risk of infection because the virus is inactivated by soap. Wearing a surgical mask is also useful. Yearly vaccinations against influenza are recommended by the World Health Organization for those at high risk. The vaccine is usually effective against three or four types of influenza. It is usually well tolerated. A vaccine made for one year may not be useful in the following year, since the virus evolves rapidly. Antiviral drugs such as the neuraminidase inhibitors oseltamivir among others have been used to treat influenza. Their benefits in those who are otherwise healthy do not appear to be greater than their risks. No benefit has been found in those with other health problems."
Cosmological constant,"In cosmology, the cosmological constant (usually denoted by the Greek capital letter lambda: Λ) is the value of the energy density of the vacuum of space. It was originally introduced by Albert Einstein in 1917 as an addition to his theory of general relativity to ""hold back gravity"" and achieve a static universe, which was the accepted view at the time. Einstein abandoned the concept after Hubble's 1929 discovery that all galaxies outside the Local Group (the group that contains the Milky Way Galaxy) are moving away from each other, implying an overall expanding universe. From 1929 until the early 1990s, most cosmology researchers assumed the cosmological constant to be zero. Since the 1990s, several developments in observational cosmology, especially the discovery of the accelerating universe from distant supernovae in 1998 (in addition to independent evidence from the cosmic microwave background and large galaxy redshift surveys), have shown that around 70% of the mass–energy density of the universe can be attributed to dark energy. While dark energy is poorly understood at a fundamental level, the main required properties of dark energy are that it functions as a type of anti-gravity, it dilutes much more slowly than matter as the universe expands, and it clusters much more weakly than matter, or perhaps not at all. The cosmological constant is the simplest possible form of dark energy since it is constant in both space and time, and this leads to the current standard model of cosmology known as the Lambda-CDM model, which provides a good fit to many cosmological observations as of 2014. "
Pons,"The pons is part of the brainstem, and in humans and other bipeds lies between the midbrain (above) and the medulla oblongata (below) and in front of the cerebellum. The pons is also called the pons Varolii (""bridge of Varolius""), after the Italian anatomist and surgeon Costanzo Varolio (1543–75). This white matter includes tracts that conduct signals from the brain down to the cerebellum and medulla, and tracts that carry the sensory signals up into the thalamus. The pons in humans measures about 2.5 cm or 1 inch in length. Most of it appears as a broad anterior bulge rostral to the medulla. Posteriorly, it consists mainly of two pairs of thick stalks called cerebellar peduncles. They connect the cerebellum to the pons and midbrain."
Beyond Good and Evil,"Beyond Good and Evil: Prelude to a Philosophy of the Future (German: Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft) is a book by philosopher Friedrich Nietzsche, first published in 1886. It draws on and expands the ideas of his previous work, Thus Spoke Zarathustra, but with a more critical and polemical approach. In Beyond Good and Evil, Nietzsche accuses past philosophers of lacking critical sense and blindly accepting dogmatic premises in their consideration of morality. Specifically, he accuses them of founding grand metaphysical systems upon the faith that the good man is the opposite of the evil man, rather than just a different expression of the same basic impulses that find more direct expression in the evil man. The work moves into the realm ""beyond good and evil"" in the sense of leaving behind the traditional morality which Nietzsche subjects to a destructive critique in favour of what he regards as an affirmative approach that fearlessly confronts the perspectival nature of knowledge and the perilous condition of the modern individual."
Quantum entanglement,"Quantum entanglement is a physical phenomenon that occurs when pairs or groups of particles are generated or interact in ways such that the quantum state of each particle cannot be described independently—instead, a quantum state may be given for the system as a whole. Measurements of physical properties such as position, momentum, spin, polarization, etc. performed on entangled particles are found to be appropriately correlated. For example, if a pair of particles is generated in such a way that their total spin is known to be zero, and one particle is found to have clockwise spin on a certain axis, then the spin of the other particle, measured on the same axis, will be found to be counterclockwise; because of the nature of quantum measurement. However, this behavior gives rise to paradoxical effects: any measurement of a property of a particle can be seen as acting on that particle (e.g. by collapsing a number of superposed states); and in the case of entangled particles, such action must be on the entangled system as a whole. It thus appears that one particle of an entangled pair ""knows"" what measurement has been performed on the other, and with what outcome, even though there is no known means for such information to be communicated between the particles, which at the time of measurement may be separated by arbitrarily large distances. Such phenomena were the subject of a 1935 paper by Albert Einstein, Boris Podolsky, and Nathan Rosen, and several papers by Erwin Schrödinger shortly thereafter, describing what came to be known as the EPR paradox. Einstein and others considered such behavior to be impossible, as it violated the local realist view of causality (Einstein referring to it as ""spooky action at a distance"") and argued that the accepted formulation of quantum mechanics must therefore be incomplete. Later, however, the counterintuitive predictions of quantum mechanics were verified experimentally. Experiments have been performed involving measuring the polarization or spin of entangled particles in different directions, which – by producing violations of Bell's inequality – demonstrate statistically that the local realist view cannot be correct. This has been shown to occur even when the measurements are performed more quickly than light could travel between the sites of measurement: there is no lightspeed or slower influence that can pass between the entangled particles. Recent experiments have measured entangled particles within less than one one-hundredth of a percent of the travel time of light between them. According to the formalism of quantum theory, the effect of measurement happens instantly. It is not possible, however, to use this effect to transmit classical information at faster-than-light speeds (see Faster-than-light → Quantum mechanics)."
Mukaiyama aldol addition,The Mukaiyama aldol addition is an organic reaction and a type of aldol reaction between a silyl enol ether and an aldehyde or formate. The reaction was discovered by Teruaki Mukaiyama (* 1927) in 1973. His choice of reactants allows for a crossed aldol reaction between an aldehyde and a ketone or a different aldehyde without self-condensation of the aldehyde. For this reason the reaction is used extensively in organic synthesis.  
Gamma-ray burst,"Gamma-ray bursts (GRBs) are flashes of gamma rays associated with extremely energetic explosions that have been observed in distant galaxies. They are the brightest electromagnetic events known to occur in the universe. Bursts can last from ten milliseconds to several hours. The initial burst is usually followed by a longer-lived ""afterglow"" emitted at longer wavelengths (X-ray, ultraviolet, optical, infrared, microwave and radio). Most observed GRBs are believed to consist of a narrow beam of intense radiation released during a supernova or hypernova as a rapidly rotating, high-mass star collapses to form a neutron star, quark star, or black hole. A subclass of GRBs (the ""short"" bursts) appear to originate from a different process: the merger of binary neutron stars. The cause of the precursor burst observed in some of these short events may be due to the development of a resonance between the crust and core of such stars as a result of the massive tidal forces experienced in the seconds leading up to their collision, causing the entire crust of the star to shatter. The sources of most GRBs are billions of light years away from Earth, implying that the explosions are both extremely energetic (a typical burst releases as much energy in a few seconds as the Sun will in its entire 10-billion-year lifetime) and extremely rare (a few per galaxy per million years). All observed GRBs have originated from outside the Milky Way galaxy, although a related class of phenomena, soft gamma repeater flares, are associated with magnetars within the Milky Way. It has been hypothesized that a gamma-ray burst in the Milky Way, pointing directly towards the Earth, could cause a mass extinction event."
Peroxisome,"Peroxisomes IPA: [pɛɜˈɹɒksɪˌsoʊmz] (also called microbodies) are organelles found in virtually all eukaryotic cells. They are involved in the catabolism of very long chain fatty acids, branched chain fatty acids, D-amino acids, and polyamines, reduction of reactive oxygen species - specifically hydrogen peroxide - and biosynthesis of plasmalogens, i.e. ether phospholipids critical for the normal function of mammalian brains and lungs. They also contain approximately 10% of the total activity of two enzymes in the pentose phosphate pathway, which is important for energy metabolism. It is vigorously debated if peroxisomes are involved in isoprenoid and cholesterol synthesis in animals. Other known peroxisomal functions include the glyoxylate cycle in germinating seeds (""glyoxysomes""), photorespiration in leaves, glycolysis in trypanosomes (""glycosomes""), and methanol and/or amine oxidation and assimilation in some yeasts. Peroxisomes were identified as organelles by the Belgian cytologist Christian de Duve in 1967 after they had been first described by a Swedish doctoral student, J. Rhodin in 1954. "
Action (physics),"In physics, action is an attribute of the dynamics of a physical system. It is a mathematical functional which takes the trajectory, also called path or history, of the system as its argument and has a real number as its result. Generally, the action takes different values for different paths. Action has the dimensions of [energy]·[time], and its SI unit is joule-second. This is the same unit as that of angular momentum.  "
Aquarius (constellation),"Aquarius is a constellation of the zodiac, situated between Capricornus and Pisces. Its name is Latin for ""water-carrier"" or ""cup-carrier"", and its symbol is  (Unicode ♒), a representation of water. Aquarius is one of the oldest of the recognized constellations along the zodiac (the sun's apparent path). It was one of the 48 constellations listed by the 2nd century AD astronomer Ptolemy, and it remains one of the 88 modern constellations. It is found in a region often called the Sea due to its profusion of constellations with watery associations such as Cetus the whale, Pisces the fish, and Eridanus the river. "
Fritz Haber,"Fritz Haber (German: [ˈhaːbɐ]; 9 December 1868 – 29 January 1934) was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber-Bosch process, the method used in industry to synthesize ammonia from nitrogen and hydrogen gases. This invention is of importance for the large-scale synthesis of fertilizers and explosives. The food production for half the world's current population depends on this method for producing nitrogen fertilizers. Haber, along with Max Born, proposed the Born–Haber cycle as a method for evaluating the lattice energy of an ionic solid. Haber is also considered the ""father of chemical warfare"" for his years of pioneering work developing and weaponizing chlorine and other poisonous gases during World War I, especially his actions during the Second Battle of Ypres. "
Circadian rhythm,"A circadian rhythm /sɜrˈkeɪdiən/ is any biological process that displays an endogenous, entrainable oscillation of about 24 hours. These 24-hour rhythms are driven by a circadian clock, and they have been widely observed in plants, animals, fungi, and cyanobacteria. The term circadian comes from the Latin circa, meaning ""around"" (or ""approximately""), and diēs, meaning ""day"". The formal study of biological temporal rhythms, such as daily, tidal, weekly, seasonal, and annual rhythms, is called chronobiology. Although circadian rhythms are endogenous (""built-in"", self-sustained), they are adjusted (entrained) to the local environment by external cues called zeitgebers (from German, ""time giver""), which include light, temperature and redox cycles."
Anabolic steroid,"Anabolic steroids, technically known as anabolic-androgenic steroids (AAS), are drugs that are structurally related to the cyclic steroid rings system and have similar effects to testosterone in the body. They increase protein within cells, especially in skeletal muscles. Anabolic steroids also have androgenic and virilizing properties, including the development and maintenance of masculine characteristics such as the growth of the vocal cords and body hair (secondary sexual characteristics). The word anabolic, referring to anabolism, comes from the Greek ἀναβολή anabole, ""that which is thrown up, mound"", and the word androgenic from the Greek ἀνδρός andros, ""of a man"" + -γενής -genes, ""born"". Anabolic steroids were first made in the 1930s, and are now used therapeutically in medicine to stimulate muscle growth and appetite, induce male puberty and treat chronic wasting conditions, such as cancer and AIDS. The American College of Sports Medicine acknowledges that AAS, in the presence of adequate diet, can contribute to increases in body weight, often as lean mass increases and that the gains in muscular strength achieved through high-intensity exercise and proper diet can be additionally increased by the use of AAS in some individuals. Health risks can be produced by long-term use or excessive doses of anabolic steroids. These effects include harmful changes in cholesterol levels (increased low-density lipoprotein and decreased high-density lipoprotein), acne, high blood pressure, liver damage (mainly with oral steroids), and dangerous changes in the structure of the left ventricle of the heart. Conditions pertaining to hormonal imbalances such as gynecomastia and testicular size reduction may also be caused by anabolic steroids."
Bilirubin,"Bilirubin (formerly referred to as haematoidin) is the yellow breakdown product of normal heme catabolism, caused by the body's clearance of aged red blood cells which contain hemoglobin. Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin. It has also been found in plants."
Steel,"Steels are alloys of iron and other elements, primarily carbon, widely used in construction and other applications because of their high tensile strengths and low costs. Carbon, other elements, and inclusions within iron act as hardening agents that prevent the movement of dislocations that otherwise occur in the crystal lattices of iron atoms. The carbon in typical steel alloys may contribute up to 2.1% of its weight. Varying the amount of alloying elements, their formation in the steel either as solute elements, or as precipitated phases, retards the movement of those dislocations that make iron comparatively ductile and weak, and thus controls qualities such as the hardness, ductility, and tensile strength of the resulting steel. Steel's strength compared to pure iron is only possible at the expense of ductility, of which iron has an excess. Although steel had been produced in bloomery furnaces for thousands of years, steel's use expanded extensively after more efficient production methods were devised in the 17th century for blister steel and then crucible steel. With the invention of the Bessemer process in the mid-19th century, a new era of mass-produced steel began. This was followed by Siemens-Martin process and then Gilchrist-Thomas process that refined the quality of steel. With their introductions, mild steel replaced wrought iron."
Red Queen hypothesis,"The Red Queen hypothesis, also referred to as Red Queen's, Red Queen's race or The Red Queen Effect, is an evolutionary hypothesis which proposes that organisms must constantly adapt, evolve, and proliferate not merely to gain reproductive advantage, but also simply to survive while pitted against ever-evolving opposing organisms in an ever-changing environment, and intends to explain two different phenomena: the constant extinction rates as observed in the paleontological record caused by co-evolution between competing species and the advantage of sexual reproduction (as opposed to asexual reproduction) at the level of individuals. Leigh Van Valen proposed the hypothesis to explain the ""Law of Extinction"", showing that in many populations the probability of extinction does not depend on the lifetime of this population, instead being constant over millions of years for a given population. This could be explained by the coevolution of species. Indeed, an adaptation in a population of one species (e.g. predators, parasites) may change the natural selection pressure on a population of another species (e.g. prey, hosts), giving rise to an antagonistic coevolution. If this positive feedback occurs reciprocally, a potential dynamic coevolution may result. "
Curtius rearrangement,"The Curtius rearrangement (or Curtius reaction or Curtius degradation), first defined by Theodor Curtius in 1885, is the thermal decomposition of an acyl azide to an isocyanate with loss of nitrogen gas. The isocyanate then undergoes attack by a variety of nucleophiles such as water, alcohols and amines, to yield a primary amine, carbamate or urea derivative respectively. Several reviews have been published.  "
Switzerland,"Switzerland (/ˈswɪtsərlənd/), officially the Swiss Confederation (Latin: Confoederatio Helvetica, hence its abbreviation CH), is a country in Europe. While still named the ""Swiss Confederation"" for historical reasons, modern Switzerland is a federal directorial republic consisting of 26 cantons, with Bern as the seat of the federal authorities, called Bundesstadt (""federal city""). The country is situated in Western and Central Europe, and is bordered by Italy to the south, France to the west, Germany to the north, and Austria and Liechtenstein to the east. Switzerland is a landlocked country geographically divided between the Alps, the Swiss Plateau and the Jura, spanning an area of 41,285 km2 (15,940 sq mi). While the Alps occupy the greater part of the territory, the Swiss population of approximately 8 million people is concentrated mostly on the Plateau, where the largest cities are to be found: among them are the two global and economic centres, Zürich and Geneva. The establishment of the Swiss Confederation is traditionally dated to 1 August 1291, which is celebrated annually as the Swiss National Day. The country has a long history of armed neutrality—it has not been in a state of war internationally since 1815—and did not join the United Nations until 2002. Nevertheless, it pursues an active foreign policy and is frequently involved in peace-building processes around the world. In addition to being the birthplace of the Red Cross, Switzerland is home to numerous international organizations, including the second largest UN office. On the European level, it is a founding member of the European Free Trade Association, but notably it is not part of the European Union, nor the European Economic Area. However the country does participate in the Schengen Area and the EU's single market through a number of bilateral treaties. Straddling the intersection of Germanic and Romance Europe, Switzerland comprises four main linguistic and cultural regions: German, French, Italian and Romansh. Therefore, the Swiss, although predominantly German-speaking, do not form a nation in the sense of a common ethnicity or language; rather, Switzerland's strong sense of identity and community is founded on a common historical background, shared values such as federalism and direct democracy, and Alpine symbolism. Due to its linguistic diversity, Switzerland is known by a variety of native names: Schweiz [ˈʃvaɪts] (German); Suisse [sɥis(ə)] (French); Svizzera [ˈzvittsera] (Italian); and Svizra [ˈʒviːtsrɐ] or [ˈʒviːtsʁːɐ] (Romansh)."
Wolfgang Amadeus Mozart,"Wolfgang Amadeus Mozart (German: [ˈvɔlfɡaŋ amaˈdeːʊs ˈmoːtsaʁt], English see fn.; 27 January 1756 – 5 December 1791), baptised as Johannes Chrysostomus Wolfgangus Theophilus Mozart, was a prolific and influential composer of the Classical era. Born in Salzburg, Mozart showed prodigious ability from his earliest childhood. Already competent on keyboard and violin, he composed from the age of five and performed before European royalty. At 17, Mozart was engaged as a musician at the Salzburg court, but grew restless and traveled in search of a better position. While visiting Vienna in 1781, he was dismissed from his Salzburg position. He chose to stay in the capital, where he achieved fame but little financial security. During his final years in Vienna, he composed many of his best-known symphonies, concertos, and operas, and portions of the Requiem, which was largely unfinished at the time of his death. The circumstances of his early death have been much mythologized. He was survived by his wife Constanze and two sons. He composed over 600 works, many acknowledged as pinnacles of symphonic, concertante, chamber, operatic, and choral music. He is among the most enduringly popular of classical composers, and his influence on subsequent Western art music is profound. Ludwig van Beethoven composed his own early works in the shadow of Mozart, and Joseph Haydn wrote that ""posterity will not see such a talent again in 100 years""."
Wilson's disease,"Wilson's disease also called Wilson disease or hepatolenticular degeneration is an autosomal recessive genetic disorder in which copper accumulates in tissues; this manifests as neurological or psychiatric symptoms and liver disease. It is treated with medication that reduces copper absorption or removes the excess copper from the body, but occasionally a liver transplant is required. The condition is due to mutations in the Wilson disease protein (ATP7B) gene. A single abnormal copy of the gene is present in 1 in 100 people, who do not develop any symptoms (they are carriers). If a child inherits the gene from both parents, the child may develop Wilson's disease. Symptoms usually appear between the ages of 6 and 20 years, but cases in much older people have been described. Wilson's disease occurs in 1 to 4 per 100,000 people. It is named after Samuel Alexander Kinnier Wilson (1878–1937), the British neurologist who first described the condition in 1912. "
Pointer (computer programming),"In computer science, a pointer is a programming language object, whose value refers to (or ""points to"") another value stored elsewhere in the computer memory using its address. A pointer references a location in memory, and obtaining the value stored at that location is known as dereferencing the pointer. As an analogy, a page number in a book's index could be considered a pointer to the corresponding page; dereferencing such a pointer would be done by flipping to the page with the given page number. Pointers to data significantly improve performance for repetitive operations such as traversing strings, lookup tables, control tables and tree structures. In particular, it is often much cheaper in time and space to copy and dereference pointers than it is to copy and access the data to which the pointers point. Pointers are also used to hold the addresses of entry points for called subroutines in procedural programming and for run-time linking to dynamic link libraries (DLLs). In object-oriented programming, pointers to functions are used for binding methods, often using what are called virtual method tables."
Chaos theory,"Chaos theory is the field of study in mathematics that studies the behavior of dynamical systems that are highly sensitive to initial conditions—a response popularly referred to as the butterfly effect. Small differences in initial conditions (such as those due to rounding errors in numerical computation) yield widely diverging outcomes for such dynamical systems, rendering long-term prediction impossible in general. This happens even though these systems are deterministic, meaning that their future behavior is fully determined by their initial conditions, with no random elements involved. In other words, the deterministic nature of these systems does not make them predictable. This behavior is known as deterministic chaos, or simply chaos. The theory was summarized by Edward Lorenz as:  Chaos: When the present determines the future, but the approximate present does not approximately determine the future."
Ice,"Ice is water, frozen into a solid state. Depending on the presence of impurities such as particles of soil or bubbles of air, it can appear transparent or a more or less opaque bluish-white color. In the Solar System, ice is abundant and occurs naturally from as close to the Sun as Mercury to as far as the Oort cloud. Beyond the Solar System, it occurs as interstellar ice. It is abundant on Earth's surface – particularly in the polar regions and above the snow line – and, as a common form of precipitation and deposition, plays a key role in Earth's water cycle and climate. It falls as snowflakes and hail or occurs as frost, icicles or ice spikes. Ice molecules can exhibit up to sixteen different phases (packing geometries) that depend on temperature and pressure. When water is cooled rapidly (quenching), up to three different types of amorphous ice can form depending on the history of its pressure and temperature. When cooled slowly correlated proton tunneling occurs below 20 K giving rise to macroscopic quantum phenomena. Virtually all the ice on Earth's surface and in its atmosphere is of a hexagonal crystalline structure denoted as ice Ih (spoken as ""ice one h"") with minute traces of cubic ice denoted as ice Ic. The most common phase transition to ice Ih occurs when liquid water is cooled below 0°C (273.15K, 32°F) at standard atmospheric pressure. It may also be deposited directly by water vapor, as happens in the formation of frost. The transition from ice to water is melting and from ice directly to water vapor is sublimation."
Asteroid,"Asteroids are minor planets, especially those of the inner Solar System. The larger ones have also been called planetoids. These terms have historically been applied to any astronomical object orbiting the Sun that did not show the disc of a planet and was not observed to have the characteristics of an active comet. As minor planets in the outer Solar System were discovered and found to have volatile-based surfaces that resemble those of comets, they were often distinguished from asteroids of the asteroid belt. In this article, the term ""asteroid"" refers to the minor planets of the inner Solar System including those in co-orbit with Jupiter. There are millions of asteroids, many thought to be the shattered remnants of planetesimals, bodies within the young Sun's solar nebula that never grew large enough to become planets. The large majority of known asteroids orbit in the asteroid belt between the orbits of Mars and Jupiter, or are co-orbital with Jupiter (the Jupiter trojans). However, other orbital families exist with significant populations, including the near-Earth asteroids. Individual asteroids are classified by their characteristic spectra, with the majority falling into three main groups: C-type, S-type, and M-type. These were named after and are generally identified with carbon-rich, stony, and metallic compositions, respectively. Only one asteroid, 4 Vesta, which has a relatively reflective surface, is normally visible to the naked eye, and this only in very dark skies when it is favorably positioned. Rarely, small asteroids passing close to Earth may be visible to the naked eye for a short time. As of November 2015, the Minor Planet Center had data on more than 1.25 million objects in the inner and outer Solar System, of which 750,000 had enough information to be given numbered designations."
Laplace transform,"In mathematics the Laplace transform is an integral transform named after its discoverer Pierre-Simon Laplace (/ləˈplɑːs/). It takes a function of a positive real variable t (often time) to a function of a complex variable s (frequency). The Laplace transform is very similar to the Fourier transform. While the Fourier transform of a function is a complex function of a real variable (frequency), the Laplace transform of a function is a complex function of a complex variable. Laplace transforms are usually restricted to functions of t with t > 0. A consequence of this restriction is that the Laplace transform of a function is a holomorphic function of the variable s. So unlike the Fourier transform, the Laplace transform of a distribution is generally a well-behaved function. Also techniques of complex variables can be used directly to study Laplace transforms. As a holomorphic function, the Laplace transform has a power series representation. This power series expresses a function as a linear superposition of moments of the function. This perspective has applications in probability theory. The Laplace transform is invertible on a large class of functions. The inverse Laplace transform takes a function of a complex variable s (often frequency) and yields a function of a real variable t (time). Given a simple mathematical or functional description of an input or output to a system, the Laplace transform provides an alternative functional description that often simplifies the process of analyzing the behavior of the system, or in synthesizing a new system based on a set of specifications. So, for example, Laplace transformation from the time domain to the frequency domain transforms differential equations into algebraic equations and convolution into multiplication. It has applications in classical control theory, mechanical and electrical engineering, and physics."
July's People,July's People is a 1981 novel by the South African writer Nadine Gordimer. Gordimer wrote the book before the end of apartheid as her prediction of how it would end. The book was notably banned in South Africa after its publication.  
Michael Faraday,"Michael Faraday /ˈfæ.rəˌdeɪ/ FRS (22 September 1791 – 25 August 1867) was an English scientist who contributed to the fields of electromagnetism and electrochemistry. His main discoveries include those of electromagnetic induction, diamagnetism and electrolysis. Although Faraday received little formal education, he was one of the most influential scientists in history. It was by his research on the magnetic field around a conductor carrying a direct current that Faraday established the basis for the concept of the electromagnetic field in physics. Faraday also established that magnetism could affect rays of light and that there was an underlying relationship between the two phenomena. He similarly discovered the principle of electromagnetic induction, diamagnetism, and the laws of electrolysis. His inventions of electromagnetic rotary devices formed the foundation of electric motor technology, and it was largely due to his efforts that electricity became practical for use in technology. As a chemist, Faraday discovered benzene, investigated the clathrate hydrate of chlorine, invented an early form of the Bunsen burner and the system of oxidation numbers, and popularised terminology such as anode, cathode, electrode, and ion. Faraday ultimately became the first and foremost Fullerian Professor of Chemistry at the Royal Institution of Great Britain, a lifetime position."
